382befe7-229c-446b-b048-2f3949d5b086,Distribution of Molecular Speeds,"['<sub xmlns=""http://www.w3.org/1999/xhtml""/>']",/contents/382befe7-229c-446b-b048-2f3949d5b086@8,8,382befe7-229c-446b-b048-2f3949d5b086@8,Module,University Physics Volume 2,https://archive.cnx.org,https://archive.cnx.org/contents/382befe7-229c-446b-b048-2f3949d5b086@8,1,['sub: 1'],['sub'],['sub: 1'],https://staging.cnx.org/contents/7a0f9770-1c44-4acd-9920-1cd9a99f2a1e:382befe7-229c-446b-b048-2f3949d5b086,https://cnx.org/contents/7a0f9770-1c44-4acd-9920-1cd9a99f2a1e:382befe7-229c-446b-b048-2f3949d5b086
4a2dbd5f-f080-4a1f-81c5-fe272a0332d2,Time Dilation,"['<sub xmlns=""http://www.w3.org/1999/xhtml""/>']",/contents/4a2dbd5f-f080-4a1f-81c5-fe272a0332d2@6,6,4a2dbd5f-f080-4a1f-81c5-fe272a0332d2@6,Module,University Physics Volume 3,https://archive.cnx.org,https://archive.cnx.org/contents/4a2dbd5f-f080-4a1f-81c5-fe272a0332d2@6,1,['sub: 1'],['sub'],['sub: 1'],https://staging.cnx.org/contents/af275420-6050-4707-995c-57b9cc13c358:4a2dbd5f-f080-4a1f-81c5-fe272a0332d2,https://cnx.org/contents/af275420-6050-4707-995c-57b9cc13c358:4a2dbd5f-f080-4a1f-81c5-fe272a0332d2
cd14409c-b0a6-45fc-a433-aa25d9626b89,Superconductivity,"['<sup xmlns=""http://www.w3.org/1999/xhtml""/>']",/contents/cd14409c-b0a6-45fc-a433-aa25d9626b89@7,7,cd14409c-b0a6-45fc-a433-aa25d9626b89@7,Module,University Physics Volume 3,https://archive.cnx.org,https://archive.cnx.org/contents/cd14409c-b0a6-45fc-a433-aa25d9626b89@7,1,['sup: 1'],['sup'],['sup: 1'],https://staging.cnx.org/contents/af275420-6050-4707-995c-57b9cc13c358:cd14409c-b0a6-45fc-a433-aa25d9626b89,https://cnx.org/contents/af275420-6050-4707-995c-57b9cc13c358:cd14409c-b0a6-45fc-a433-aa25d9626b89
2c788aab-6757-47a1-9210-eea272d9eaa2,Nuclear Reactions,"['<sup xmlns=""http://www.w3.org/1999/xhtml""/>']",/contents/2c788aab-6757-47a1-9210-eea272d9eaa2@6,6,2c788aab-6757-47a1-9210-eea272d9eaa2@6,Module,University Physics Volume 3,https://archive.cnx.org,https://archive.cnx.org/contents/2c788aab-6757-47a1-9210-eea272d9eaa2@6,1,['sup: 1'],['sup'],['sup: 1'],https://staging.cnx.org/contents/af275420-6050-4707-995c-57b9cc13c358:2c788aab-6757-47a1-9210-eea272d9eaa2,https://cnx.org/contents/af275420-6050-4707-995c-57b9cc13c358:2c788aab-6757-47a1-9210-eea272d9eaa2
07f8d37b-e1a0-4780-9533-a91be81e97c9,Medical Applications and Biological Effects of Nuclear Radiation,"['<sup xmlns=""http://www.w3.org/1999/xhtml""/>']",/contents/07f8d37b-e1a0-4780-9533-a91be81e97c9@8,8,07f8d37b-e1a0-4780-9533-a91be81e97c9@8,Module,University Physics Volume 3,https://archive.cnx.org,https://archive.cnx.org/contents/07f8d37b-e1a0-4780-9533-a91be81e97c9@8,1,['sup: 1'],['sup'],['sup: 1'],https://staging.cnx.org/contents/af275420-6050-4707-995c-57b9cc13c358:07f8d37b-e1a0-4780-9533-a91be81e97c9,https://cnx.org/contents/af275420-6050-4707-995c-57b9cc13c358:07f8d37b-e1a0-4780-9533-a91be81e97c9
a55eaa10-9b1b-4287-94da-aeffbbc7d6f4,Signaling Molecules and Cellular Receptors,"['<span xmlns=""http://www.w3.org/1999/xhtml"" data-type=""title""/>']",/contents/a55eaa10-9b1b-4287-94da-aeffbbc7d6f4@14,14,a55eaa10-9b1b-4287-94da-aeffbbc7d6f4@14,Module,Biology for AP® Courses,https://archive.cnx.org,https://archive.cnx.org/contents/a55eaa10-9b1b-4287-94da-aeffbbc7d6f4@14,1,['span: 1'],['span'],['span: 1'],https://staging.cnx.org/contents/6c322e32-9fb0-4c4d-a1d7-20c95c5c7af2:a55eaa10-9b1b-4287-94da-aeffbbc7d6f4,https://cnx.org/contents/6c322e32-9fb0-4c4d-a1d7-20c95c5c7af2:a55eaa10-9b1b-4287-94da-aeffbbc7d6f4
d8998ba8-8007-4b91-ac29-0a8cc9ccdad3,Nucleic Acids,"['<strong xmlns=""http://www.w3.org/1999/xhtml""/>']",/contents/d8998ba8-8007-4b91-ac29-0a8cc9ccdad3@19,19,d8998ba8-8007-4b91-ac29-0a8cc9ccdad3@19,Module,Biology for AP® Courses,https://archive.cnx.org,https://archive.cnx.org/contents/d8998ba8-8007-4b91-ac29-0a8cc9ccdad3@19,1,['strong: 1'],['strong'],['strong: 1'],https://staging.cnx.org/contents/6c322e32-9fb0-4c4d-a1d7-20c95c5c7af2:d8998ba8-8007-4b91-ac29-0a8cc9ccdad3,https://cnx.org/contents/6c322e32-9fb0-4c4d-a1d7-20c95c5c7af2:d8998ba8-8007-4b91-ac29-0a8cc9ccdad3
aa7d6118-46d2-4152-86da-aea06a813e58,Characteristics and Traits,"['<em xmlns=""http://www.w3.org/1999/xhtml"" data-effect=""italics""/>', '<em xmlns=""http://www.w3.org/1999/xhtml"" data-effect=""italics""/>', '<em xmlns=""http://www.w3.org/1999/xhtml"" data-effect=""italics""/>']",/contents/aa7d6118-46d2-4152-86da-aea06a813e58@14,14,aa7d6118-46d2-4152-86da-aea06a813e58@14,Module,Biology for AP® Courses,https://archive.cnx.org,https://archive.cnx.org/contents/aa7d6118-46d2-4152-86da-aea06a813e58@14,3,['em: 3'],['em'],['em: 3'],https://staging.cnx.org/contents/6c322e32-9fb0-4c4d-a1d7-20c95c5c7af2:aa7d6118-46d2-4152-86da-aea06a813e58,https://cnx.org/contents/6c322e32-9fb0-4c4d-a1d7-20c95c5c7af2:aa7d6118-46d2-4152-86da-aea06a813e58
3a247428-8d85-4d9d-9494-d8a75bc7bd66,Photon Energies and the Electromagnetic Spectrum,"['<em xmlns=""http://www.w3.org/1999/xhtml"" data-effect=""italics""/>', '<span xmlns=""http://www.w3.org/1999/xhtml"" data-media-type=""image/png"" data-print=""true"" data-src=""/resources/075500ad9f71890a85fe3f7a4137ac08e2b7907c/PhET_Icon.png"" data-type=""image"" width=""450""/>']",/contents/3a247428-8d85-4d9d-9494-d8a75bc7bd66@8,8,3a247428-8d85-4d9d-9494-d8a75bc7bd66@8,Module,The AP Physics Collection,https://archive.cnx.org,https://archive.cnx.org/contents/3a247428-8d85-4d9d-9494-d8a75bc7bd66@8,2,"['em: 1', 'span: 1']","['span', 'em']","['em: 1', 'span: 1']",https://staging.cnx.org/contents/8d04a686-d5e8-4798-a27d-c608e4d0e187:3a247428-8d85-4d9d-9494-d8a75bc7bd66,https://cnx.org/contents/8d04a686-d5e8-4798-a27d-c608e4d0e187:3a247428-8d85-4d9d-9494-d8a75bc7bd66
1ccdd2db-7f73-4ba2-8b8e-dc40dbc39d89,Connection for AP® Courses,"['<h3 xmlns=""http://www.w3.org/1999/xhtml"" data-type=""title""/>']",/contents/1ccdd2db-7f73-4ba2-8b8e-dc40dbc39d89@11,11,1ccdd2db-7f73-4ba2-8b8e-dc40dbc39d89@11,Module,The AP Physics Collection,https://archive.cnx.org,https://archive.cnx.org/contents/1ccdd2db-7f73-4ba2-8b8e-dc40dbc39d89@11,1,['h3: 1'],['h3'],['h3: 1'],https://staging.cnx.org/contents/8d04a686-d5e8-4798-a27d-c608e4d0e187:1ccdd2db-7f73-4ba2-8b8e-dc40dbc39d89,https://cnx.org/contents/8d04a686-d5e8-4798-a27d-c608e4d0e187:1ccdd2db-7f73-4ba2-8b8e-dc40dbc39d89
39721707-2aad-419c-97e6-91c5a615e6fd,Density,"['<span xmlns=""http://www.w3.org/1999/xhtml"" data-type=""title""/>']",/contents/39721707-2aad-419c-97e6-91c5a615e6fd@7,7,39721707-2aad-419c-97e6-91c5a615e6fd@7,Module,The AP Physics Collection,https://archive.cnx.org,https://archive.cnx.org/contents/39721707-2aad-419c-97e6-91c5a615e6fd@7,1,['span: 1'],['span'],['span: 1'],https://staging.cnx.org/contents/8d04a686-d5e8-4798-a27d-c608e4d0e187:39721707-2aad-419c-97e6-91c5a615e6fd,https://cnx.org/contents/8d04a686-d5e8-4798-a27d-c608e4d0e187:39721707-2aad-419c-97e6-91c5a615e6fd
124bae73-08de-47e9-b29e-93a4c497c619,Capacitors in Series and Parallel,"['<em xmlns=""http://www.w3.org/1999/xhtml"" data-effect=""italics""/>', '<em xmlns=""http://www.w3.org/1999/xhtml"" data-effect=""italics""/>', '<em xmlns=""http://www.w3.org/1999/xhtml"" data-effect=""italics""/>', '<em xmlns=""http://www.w3.org/1999/xhtml"" data-effect=""italics""/>', '<strong xmlns=""http://www.w3.org/1999/xhtml"" data-effect=""bold""/>']",/contents/124bae73-08de-47e9-b29e-93a4c497c619@7,7,124bae73-08de-47e9-b29e-93a4c497c619@7,Module,The AP Physics Collection,https://archive.cnx.org,https://archive.cnx.org/contents/124bae73-08de-47e9-b29e-93a4c497c619@7,5,"['em: 4', 'strong: 1']","['em', 'strong']","['em: 4', 'strong: 1']",https://staging.cnx.org/contents/8d04a686-d5e8-4798-a27d-c608e4d0e187:124bae73-08de-47e9-b29e-93a4c497c619,https://cnx.org/contents/8d04a686-d5e8-4798-a27d-c608e4d0e187:124bae73-08de-47e9-b29e-93a4c497c619
d0f8cbe7-702f-452b-b81a-4074db9d7e50,Telescopes,"['<strong xmlns=""http://www.w3.org/1999/xhtml"" data-effect=""bold""/>']",/contents/d0f8cbe7-702f-452b-b81a-4074db9d7e50@7,7,d0f8cbe7-702f-452b-b81a-4074db9d7e50@7,Module,The AP Physics Collection,https://archive.cnx.org,https://archive.cnx.org/contents/d0f8cbe7-702f-452b-b81a-4074db9d7e50@7,1,['strong: 1'],['strong'],['strong: 1'],https://staging.cnx.org/contents/8d04a686-d5e8-4798-a27d-c608e4d0e187:d0f8cbe7-702f-452b-b81a-4074db9d7e50,https://cnx.org/contents/8d04a686-d5e8-4798-a27d-c608e4d0e187:d0f8cbe7-702f-452b-b81a-4074db9d7e50
ba225bb5-bd8a-4dbd-abed-defab101525b,Electric Potential Energy: Potential Difference,"['<strong xmlns=""http://www.w3.org/1999/xhtml"" data-effect=""bold""/>']",/contents/ba225bb5-bd8a-4dbd-abed-defab101525b@8,8,ba225bb5-bd8a-4dbd-abed-defab101525b@8,Module,The AP Physics Collection,https://archive.cnx.org,https://archive.cnx.org/contents/ba225bb5-bd8a-4dbd-abed-defab101525b@8,1,['strong: 1'],['strong'],['strong: 1'],https://staging.cnx.org/contents/8d04a686-d5e8-4798-a27d-c608e4d0e187:ba225bb5-bd8a-4dbd-abed-defab101525b,https://cnx.org/contents/8d04a686-d5e8-4798-a27d-c608e4d0e187:ba225bb5-bd8a-4dbd-abed-defab101525b
b942de7c-92ac-4dab-85a3-0b09900a3f43,Induced Emf and Magnetic Flux,"['<em xmlns=""http://www.w3.org/1999/xhtml"" data-effect=""italics""/>']",/contents/b942de7c-92ac-4dab-85a3-0b09900a3f43@7,7,b942de7c-92ac-4dab-85a3-0b09900a3f43@7,Module,The AP Physics Collection,https://archive.cnx.org,https://archive.cnx.org/contents/b942de7c-92ac-4dab-85a3-0b09900a3f43@7,1,['em: 1'],['em'],['em: 1'],https://staging.cnx.org/contents/8d04a686-d5e8-4798-a27d-c608e4d0e187:b942de7c-92ac-4dab-85a3-0b09900a3f43,https://cnx.org/contents/8d04a686-d5e8-4798-a27d-c608e4d0e187:b942de7c-92ac-4dab-85a3-0b09900a3f43
c1505a0e-a9a3-413a-a1e1-ee34b19f44b7,Stability,"['<strong xmlns=""http://www.w3.org/1999/xhtml"" data-effect=""bold""/>', '<strong xmlns=""http://www.w3.org/1999/xhtml"" data-effect=""bold""/>', '<strong xmlns=""http://www.w3.org/1999/xhtml"" data-effect=""bold""/>']",/contents/c1505a0e-a9a3-413a-a1e1-ee34b19f44b7@6,6,c1505a0e-a9a3-413a-a1e1-ee34b19f44b7@6,Module,The AP Physics Collection,https://archive.cnx.org,https://archive.cnx.org/contents/c1505a0e-a9a3-413a-a1e1-ee34b19f44b7@6,3,['strong: 3'],['strong'],['strong: 3'],https://staging.cnx.org/contents/8d04a686-d5e8-4798-a27d-c608e4d0e187:c1505a0e-a9a3-413a-a1e1-ee34b19f44b7,https://cnx.org/contents/8d04a686-d5e8-4798-a27d-c608e4d0e187:c1505a0e-a9a3-413a-a1e1-ee34b19f44b7
d67fae2b-3fd7-49c3-aec7-4287fc473943,Connection for AP® Courses,"['<em xmlns=""http://www.w3.org/1999/xhtml"" data-effect=""italics""/>']",/contents/d67fae2b-3fd7-49c3-aec7-4287fc473943@7,7,d67fae2b-3fd7-49c3-aec7-4287fc473943@7,Module,The AP Physics Collection,https://archive.cnx.org,https://archive.cnx.org/contents/d67fae2b-3fd7-49c3-aec7-4287fc473943@7,1,['em: 1'],['em'],['em: 1'],https://staging.cnx.org/contents/8d04a686-d5e8-4798-a27d-c608e4d0e187:d67fae2b-3fd7-49c3-aec7-4287fc473943,https://cnx.org/contents/8d04a686-d5e8-4798-a27d-c608e4d0e187:d67fae2b-3fd7-49c3-aec7-4287fc473943
887a0746-dde7-4503-b376-fd07d8b68774,The Law of Reflection,"['<strong xmlns=""http://www.w3.org/1999/xhtml"" data-effect=""bold""/>']",/contents/887a0746-dde7-4503-b376-fd07d8b68774@6,6,887a0746-dde7-4503-b376-fd07d8b68774@6,Module,The AP Physics Collection,https://archive.cnx.org,https://archive.cnx.org/contents/887a0746-dde7-4503-b376-fd07d8b68774@6,1,['strong: 1'],['strong'],['strong: 1'],https://staging.cnx.org/contents/8d04a686-d5e8-4798-a27d-c608e4d0e187:887a0746-dde7-4503-b376-fd07d8b68774,https://cnx.org/contents/8d04a686-d5e8-4798-a27d-c608e4d0e187:887a0746-dde7-4503-b376-fd07d8b68774
9346f183-c6da-4c52-8232-187eaba6c024,Color and Color Vision,"['<strong xmlns=""http://www.w3.org/1999/xhtml"" data-effect=""bold""/>', '<span xmlns=""http://www.w3.org/1999/xhtml"" data-media-type=""image/png"" data-print=""true"" data-src=""/resources/075500ad9f71890a85fe3f7a4137ac08e2b7907c/PhET_Icon.png"" data-type=""image"" width=""450""/>']",/contents/9346f183-c6da-4c52-8232-187eaba6c024@6,6,9346f183-c6da-4c52-8232-187eaba6c024@6,Module,The AP Physics Collection,https://archive.cnx.org,https://archive.cnx.org/contents/9346f183-c6da-4c52-8232-187eaba6c024@6,2,"['strong: 1', 'span: 1']","['span', 'strong']","['strong: 1', 'span: 1']",https://staging.cnx.org/contents/8d04a686-d5e8-4798-a27d-c608e4d0e187:9346f183-c6da-4c52-8232-187eaba6c024,https://cnx.org/contents/8d04a686-d5e8-4798-a27d-c608e4d0e187:9346f183-c6da-4c52-8232-187eaba6c024
7607d20d-e471-4bea-8487-1092b5451930,Hooke’s Law: Stress and Strain Revisited,"['<strong xmlns=""http://www.w3.org/1999/xhtml"" data-effect=""bold""/>', '<sup xmlns=""http://www.w3.org/1999/xhtml""/>', '<em xmlns=""http://www.w3.org/1999/xhtml"" data-effect=""italics""/>']",/contents/7607d20d-e471-4bea-8487-1092b5451930@11,11,7607d20d-e471-4bea-8487-1092b5451930@11,Module,The AP Physics Collection,https://archive.cnx.org,https://archive.cnx.org/contents/7607d20d-e471-4bea-8487-1092b5451930@11,3,"['strong: 1', 'sup: 1', 'em: 1']","['em', 'sup', 'strong']","['strong: 1', 'sup: 1', 'em: 1']",https://staging.cnx.org/contents/8d04a686-d5e8-4798-a27d-c608e4d0e187:7607d20d-e471-4bea-8487-1092b5451930,https://cnx.org/contents/8d04a686-d5e8-4798-a27d-c608e4d0e187:7607d20d-e471-4bea-8487-1092b5451930
d57f8140-9072-40fb-abbb-4f1ded13bdcf,Waves,"['<em xmlns=""http://www.w3.org/1999/xhtml"" data-effect=""italics""/>', '<span xmlns=""http://www.w3.org/1999/xhtml"" data-media-type=""image/png"" data-print=""true"" data-src=""/resources/075500ad9f71890a85fe3f7a4137ac08e2b7907c/PhET_Icon.png"" data-type=""image"" width=""450""/>']",/contents/d57f8140-9072-40fb-abbb-4f1ded13bdcf@9,9,d57f8140-9072-40fb-abbb-4f1ded13bdcf@9,Module,The AP Physics Collection,https://archive.cnx.org,https://archive.cnx.org/contents/d57f8140-9072-40fb-abbb-4f1ded13bdcf@9,2,"['em: 1', 'span: 1']","['span', 'em']","['em: 1', 'span: 1']",https://staging.cnx.org/contents/8d04a686-d5e8-4798-a27d-c608e4d0e187:d57f8140-9072-40fb-abbb-4f1ded13bdcf,https://cnx.org/contents/8d04a686-d5e8-4798-a27d-c608e4d0e187:d57f8140-9072-40fb-abbb-4f1ded13bdcf
e52ffa90-8dae-47d8-8967-abd8827ce7b4,Kirchhoff’s Rules,"['<sub xmlns=""http://www.w3.org/1999/xhtml""/>']",/contents/e52ffa90-8dae-47d8-8967-abd8827ce7b4@8,8,e52ffa90-8dae-47d8-8967-abd8827ce7b4@8,Module,The AP Physics Collection,https://archive.cnx.org,https://archive.cnx.org/contents/e52ffa90-8dae-47d8-8967-abd8827ce7b4@8,1,['sub: 1'],['sub'],['sub: 1'],https://staging.cnx.org/contents/8d04a686-d5e8-4798-a27d-c608e4d0e187:e52ffa90-8dae-47d8-8967-abd8827ce7b4,https://cnx.org/contents/8d04a686-d5e8-4798-a27d-c608e4d0e187:e52ffa90-8dae-47d8-8967-abd8827ce7b4
dfc8e07c-be70-45ca-8326-aa6a1b7d8395,Impulse,"['<em xmlns=""http://www.w3.org/1999/xhtml"" data-effect=""italics""/>', '<strong xmlns=""http://www.w3.org/1999/xhtml"" data-effect=""bold""/>', '<strong xmlns=""http://www.w3.org/1999/xhtml"" data-effect=""bold""/>', '<strong xmlns=""http://www.w3.org/1999/xhtml"" data-effect=""bold""/>']",/contents/dfc8e07c-be70-45ca-8326-aa6a1b7d8395@9,9,dfc8e07c-be70-45ca-8326-aa6a1b7d8395@9,Module,The AP Physics Collection,https://archive.cnx.org,https://archive.cnx.org/contents/dfc8e07c-be70-45ca-8326-aa6a1b7d8395@9,4,"['em: 1', 'strong: 3']","['em', 'strong']","['strong: 3', 'em: 1']",https://staging.cnx.org/contents/8d04a686-d5e8-4798-a27d-c608e4d0e187:dfc8e07c-be70-45ca-8326-aa6a1b7d8395,https://cnx.org/contents/8d04a686-d5e8-4798-a27d-c608e4d0e187:dfc8e07c-be70-45ca-8326-aa6a1b7d8395
42135f52-f384-4b6f-bf27-63cfc0931271,Binding Energy,"['<span xmlns=""http://www.w3.org/1999/xhtml"" data-media-type=""image/png"" data-print=""true"" data-src=""/resources/075500ad9f71890a85fe3f7a4137ac08e2b7907c/PhET_Icon.png"" data-type=""image"" width=""450""/>']",/contents/42135f52-f384-4b6f-bf27-63cfc0931271@8,8,42135f52-f384-4b6f-bf27-63cfc0931271@8,Module,The AP Physics Collection,https://archive.cnx.org,https://archive.cnx.org/contents/42135f52-f384-4b6f-bf27-63cfc0931271@8,1,['span: 1'],['span'],['span: 1'],https://staging.cnx.org/contents/8d04a686-d5e8-4798-a27d-c608e4d0e187:42135f52-f384-4b6f-bf27-63cfc0931271,https://cnx.org/contents/8d04a686-d5e8-4798-a27d-c608e4d0e187:42135f52-f384-4b6f-bf27-63cfc0931271
b66abbf4-e2be-4fc8-a229-f21d0084090b,Food Irradiation,"['<em xmlns=""http://www.w3.org/1999/xhtml"" data-effect=""italics""/>']",/contents/b66abbf4-e2be-4fc8-a229-f21d0084090b@8,8,b66abbf4-e2be-4fc8-a229-f21d0084090b@8,Module,The AP Physics Collection,https://archive.cnx.org,https://archive.cnx.org/contents/b66abbf4-e2be-4fc8-a229-f21d0084090b@8,1,['em: 1'],['em'],['em: 1'],https://staging.cnx.org/contents/8d04a686-d5e8-4798-a27d-c608e4d0e187:b66abbf4-e2be-4fc8-a229-f21d0084090b,https://cnx.org/contents/8d04a686-d5e8-4798-a27d-c608e4d0e187:b66abbf4-e2be-4fc8-a229-f21d0084090b
9b0c944a-5226-4166-8872-d1b4bf8d05de,The Particle-Wave Duality Reviewed,"['<em xmlns=""http://www.w3.org/1999/xhtml"" data-effect=""italics""/>', '<em xmlns=""http://www.w3.org/1999/xhtml"" data-effect=""italics""/>']",/contents/9b0c944a-5226-4166-8872-d1b4bf8d05de@7,7,9b0c944a-5226-4166-8872-d1b4bf8d05de@7,Module,The AP Physics Collection,https://archive.cnx.org,https://archive.cnx.org/contents/9b0c944a-5226-4166-8872-d1b4bf8d05de@7,2,['em: 2'],['em'],['em: 2'],https://staging.cnx.org/contents/8d04a686-d5e8-4798-a27d-c608e4d0e187:9b0c944a-5226-4166-8872-d1b4bf8d05de,https://cnx.org/contents/8d04a686-d5e8-4798-a27d-c608e4d0e187:9b0c944a-5226-4166-8872-d1b4bf8d05de
8c8eb589-e4b7-4a9d-b77e-29f6a219484c,"Humidity, Evaporation, and Boiling","['<iframe xmlns=""http://www.w3.org/1999/xhtml"" width=""660"" height=""371.4"" src=""https://phet.colorado.edu/sims/html/states-of-matter/latest/states-of-matter_en.html""/>']",/contents/8c8eb589-e4b7-4a9d-b77e-29f6a219484c@10,10,8c8eb589-e4b7-4a9d-b77e-29f6a219484c@10,Module,The AP Physics Collection,https://archive.cnx.org,https://archive.cnx.org/contents/8c8eb589-e4b7-4a9d-b77e-29f6a219484c@10,1,['iframe: 1'],['iframe'],['iframe: 1'],https://staging.cnx.org/contents/8d04a686-d5e8-4798-a27d-c608e4d0e187:8c8eb589-e4b7-4a9d-b77e-29f6a219484c,https://cnx.org/contents/8d04a686-d5e8-4798-a27d-c608e4d0e187:8c8eb589-e4b7-4a9d-b77e-29f6a219484c
be294f61-df75-4b3c-9c59-e2e5ab23c843,Electric Generators,"['<em xmlns=""http://www.w3.org/1999/xhtml"" data-effect=""italics""/>', '<em xmlns=""http://www.w3.org/1999/xhtml"" data-effect=""italics""/>', '<em xmlns=""http://www.w3.org/1999/xhtml"" data-effect=""italics""/>', '<em xmlns=""http://www.w3.org/1999/xhtml"" data-effect=""italics""/>']",/contents/be294f61-df75-4b3c-9c59-e2e5ab23c843@7,7,be294f61-df75-4b3c-9c59-e2e5ab23c843@7,Module,The AP Physics Collection,https://archive.cnx.org,https://archive.cnx.org/contents/be294f61-df75-4b3c-9c59-e2e5ab23c843@7,4,['em: 4'],['em'],['em: 4'],https://staging.cnx.org/contents/8d04a686-d5e8-4798-a27d-c608e4d0e187:be294f61-df75-4b3c-9c59-e2e5ab23c843,https://cnx.org/contents/8d04a686-d5e8-4798-a27d-c608e4d0e187:be294f61-df75-4b3c-9c59-e2e5ab23c843
704d018f-3453-491a-969a-c2c704b6a7f0,Connection for AP® Courses,"['<strong xmlns=""http://www.w3.org/1999/xhtml"" data-effect=""bold""/>']",/contents/704d018f-3453-491a-969a-c2c704b6a7f0@7,7,704d018f-3453-491a-969a-c2c704b6a7f0@7,Module,The AP Physics Collection,https://archive.cnx.org,https://archive.cnx.org/contents/704d018f-3453-491a-969a-c2c704b6a7f0@7,1,['strong: 1'],['strong'],['strong: 1'],https://staging.cnx.org/contents/8d04a686-d5e8-4798-a27d-c608e4d0e187:704d018f-3453-491a-969a-c2c704b6a7f0,https://cnx.org/contents/8d04a686-d5e8-4798-a27d-c608e4d0e187:704d018f-3453-491a-969a-c2c704b6a7f0
fde7ad33-0064-4c3f-beb2-fdc32faad777,Current,"['<em xmlns=""http://www.w3.org/1999/xhtml"" data-effect=""italics""/>']",/contents/fde7ad33-0064-4c3f-beb2-fdc32faad777@7,7,fde7ad33-0064-4c3f-beb2-fdc32faad777@7,Module,The AP Physics Collection,https://archive.cnx.org,https://archive.cnx.org/contents/fde7ad33-0064-4c3f-beb2-fdc32faad777@7,1,['em: 1'],['em'],['em: 1'],https://staging.cnx.org/contents/8d04a686-d5e8-4798-a27d-c608e4d0e187:fde7ad33-0064-4c3f-beb2-fdc32faad777,https://cnx.org/contents/8d04a686-d5e8-4798-a27d-c608e4d0e187:fde7ad33-0064-4c3f-beb2-fdc32faad777
18c425b0-5b7d-4459-824d-fa3865a85f33,Flow Rate and Its Relation to Velocity,"['<sup xmlns=""http://www.w3.org/1999/xhtml""/>']",/contents/18c425b0-5b7d-4459-824d-fa3865a85f33@8,8,18c425b0-5b7d-4459-824d-fa3865a85f33@8,Module,The AP Physics Collection,https://archive.cnx.org,https://archive.cnx.org/contents/18c425b0-5b7d-4459-824d-fa3865a85f33@8,1,['sup: 1'],['sup'],['sup: 1'],https://staging.cnx.org/contents/8d04a686-d5e8-4798-a27d-c608e4d0e187:18c425b0-5b7d-4459-824d-fa3865a85f33,https://cnx.org/contents/8d04a686-d5e8-4798-a27d-c608e4d0e187:18c425b0-5b7d-4459-824d-fa3865a85f33
a6d9a6e0-b84d-4d7d-a00b-dc9ff0cf9a82,"Particles, Patterns, and Conservation Laws","['<strong xmlns=""http://www.w3.org/1999/xhtml"" data-effect=""bold""/>']",/contents/a6d9a6e0-b84d-4d7d-a00b-dc9ff0cf9a82@7,7,a6d9a6e0-b84d-4d7d-a00b-dc9ff0cf9a82@7,Module,The AP Physics Collection,https://archive.cnx.org,https://archive.cnx.org/contents/a6d9a6e0-b84d-4d7d-a00b-dc9ff0cf9a82@7,1,['strong: 1'],['strong'],['strong: 1'],https://staging.cnx.org/contents/8d04a686-d5e8-4798-a27d-c608e4d0e187:a6d9a6e0-b84d-4d7d-a00b-dc9ff0cf9a82,https://cnx.org/contents/8d04a686-d5e8-4798-a27d-c608e4d0e187:a6d9a6e0-b84d-4d7d-a00b-dc9ff0cf9a82
3c5266a5-f611-4526-a101-f6328155a52b,Bohr’s Theory of the Hydrogen Atom,"['<iframe xmlns=""http://www.w3.org/1999/xhtml"" width=""860"" height=""671.4"" src=""https://archive.cnx.org/specials/d77cc1d0-33e4-11e6-b016-6726afecd2be/hydrogen-atom/#sim-hydrogen-atom""/>']",/contents/3c5266a5-f611-4526-a101-f6328155a52b@10,10,3c5266a5-f611-4526-a101-f6328155a52b@10,Module,The AP Physics Collection,https://archive.cnx.org,https://archive.cnx.org/contents/3c5266a5-f611-4526-a101-f6328155a52b@10,1,['iframe: 1'],['iframe'],['iframe: 1'],https://staging.cnx.org/contents/8d04a686-d5e8-4798-a27d-c608e4d0e187:3c5266a5-f611-4526-a101-f6328155a52b,https://cnx.org/contents/8d04a686-d5e8-4798-a27d-c608e4d0e187:3c5266a5-f611-4526-a101-f6328155a52b
2cbc5950-ef18-459c-9bb5-ad07ae099b96,Bernoulli’s Equation,"['<em xmlns=""http://www.w3.org/1999/xhtml"" data-effect=""italics""/>', '<em xmlns=""http://www.w3.org/1999/xhtml"" data-effect=""italics""/>', '<em xmlns=""http://www.w3.org/1999/xhtml"" data-effect=""italics""/>']",/contents/2cbc5950-ef18-459c-9bb5-ad07ae099b96@8,8,2cbc5950-ef18-459c-9bb5-ad07ae099b96@8,Module,The AP Physics Collection,https://archive.cnx.org,https://archive.cnx.org/contents/2cbc5950-ef18-459c-9bb5-ad07ae099b96@8,3,['em: 3'],['em'],['em: 3'],https://staging.cnx.org/contents/8d04a686-d5e8-4798-a27d-c608e4d0e187:2cbc5950-ef18-459c-9bb5-ad07ae099b96,https://cnx.org/contents/8d04a686-d5e8-4798-a27d-c608e4d0e187:2cbc5950-ef18-459c-9bb5-ad07ae099b96
